535;706;6581999;AXIQ;07-7037-9A-02;"CAMPERA NARANJA FLUO  CON ESTAMPA EN MANGA ""VK KEEP GOING ON";1;$1.179,90 ;0,00 ;$1.179,90 ;117,99 ;1061,91 ;220;PR5  GANGAS DE ENERO  
;704;6581994;AYSZ;75-0469-14-03;BOXER FRANCIA  COLOR BLOCK - T.3;1;$599,90 ;179,97 ;$419,93 ;75,59 ;344,34 ;220;A    Extra Descuento 5%
;704;6581994;AXWY;24-4008-02-01;CICLISTA NEGRO  BÁSICO - T.1;1;$1.349,90 ;404,97 ;$944,93 ;170,09 ;774,84 ;220;A    Extra Descuento 5%
;704;6581994;ATYQ;75-0393-02-03;BOXER NEGRO  SEAMLESS BÁSICO - T.3;2;$449,95 ;224,98 ;$674,93 ;121,49 ;553,44 ;220;A    Oportunidad Boxer Seamless 2x $899.90
;704;6581994;AWVM;75-0454-02-02;COLALESS NEGRO  CON VOLADITOS EN LATERAL - T.2;1;$274,95 ;68,74 ;$206,21 ;37,12 ;169,09 ;220;A    Oportunidad Bombachas 2X $549.90
;1019;6581919;AXIW;90-0007-41-00;MOCHILA GRIS PLATINO  DEPORTIVA - T.UNICO-TU;1;$3.299,90 ;989,97 ;$2.309,93 ;415,79 ;1894,14 ;220;A    Extra Descuento 5%
;1019;6581919;AXUU;15-4007-02-03;SHORT NEGRO  AMPLIO CON BOLSILLOS - T.L;1;$899,90 ;269,97 ;$629,93 ;113,39 ;516,54 ;220;A    Extra Descuento 5%
;1019;6581919;AYDU;5K-3005-72-01;PANTALON GRIS MELANGE OSCURO  COMBINADO CON CINTA APLICADA -;1;$1.949,90 ;584,97 ;$1.364,93 ;245,69 ;1119,24 ;220;A    Extra Descuento 5%
;1019;6581919;AYGR;67-0272-01-03;REMERA BLANCO  CON BOQUILLAS COMBINADAS - T.L;1;$1.099,90 ;329,97 ;$769,93 ;138,59 ;631,34 ;220;A    Extra Descuento 5%
;1019;6581966;ZENS;91-7488-00-00;SET ENSALADERA + (4) COMPOTERAS;1;$249,90 ;0,00 ;$249,90 ;0,00 ;249,90 ;220;PR6  AGREGADOS C1 - SET ENSALADERA+COMPOTERAS  
